gene_symbol,gs_name,source,description
Ccnl2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Add1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Zbtb49,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Eif2b4,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Snx17,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Krtcap3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dhx15,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Lias,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pds5a,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Slc30a9,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ppat,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Polr2b,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mtf2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Glmn,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tesc,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tctn2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Gtf2h3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Eif2b1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ddx55,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Zcchc8,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Sfswap,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Psph,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cct6a,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tmem116,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Gpn3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dhx37,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ankle2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Golga3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ep400,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pus1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Sppl3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ankrd61,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rpl6,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cpsf4,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cdk8,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pan3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Hsph1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Asb15,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rbm28,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mcm7,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cbx3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Clcn1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dbpht2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dusp11,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Zfp638,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Isy1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Hmces,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Foxp1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tmem43,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Itpr1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Clec4e,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ddx47,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dera,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Plekha5,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ogg1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ccdc91,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Atg7,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
